Format,OpenTRACK,,,,,,
Name,Paul Ricard,,,,,,
Country,France,,,,,,
City,Paul Ricard,,,,,,
Type,Permanent,,,,,,
Config,Closed,,,,,,
Direction,Forward,,,,,,
Mirror,Off,,,,,,
Export Frequency,50,Hz,,,,,
3021,91.4,-27.8,-1.3,425.3,0,1,1
3021,91.6,-27.7,-1.3,425.3,0,1,1
3022,92.5,-28.3,-1.2,425.3,0,1,1
3022,93.3,-28.7,-1.1,425.3,0,1,1
3023,93.5,-28.8,-1,425.3,0,1,1
3023,93.5,-28.5,-1,425.3,0,1,1
3024,93.7,-28.2,-1.1,425.4,0,1,1
3025,94.4,-28.1,-1.1,425.4,0,1,1
3025,95.1,-28.3,-1.2,425.4,0,1,1
3026,95.3,-28.4,-1.3,425.4,0,1,1
3026,95.3,-27.6,-1.3,425.4,0,1,1
3027,95.4,-26.3,-1.3,425.4,0,1,1
3027,96,-24.3,-1.3,425.4,0,1,1
3028,96.5,-22.9,-1.2,425.4,0,1,1
3029,96.6,-21.6,-1.1,425.4,0,1,1
3029,96.6,-19.9,-1,425.4,0,1,1
3030,96.8,-18.4,-0.9,425.5,0,1,1
3030,97.7,-16.9,-0.9,425.5,0,1,1
3031,98.5,-16.3,-0.9,425.5,0,1,1
3032,98.7,-16.7,-0.9,425.5,0,1,1
3032,98.7,-18,-1,425.5,0,1,1
3033,98.9,-19.4,-1,425.6,0,1,1
3033,99.6,-20.3,-1,425.6,0,1,1
3034,100.3,-19.7,-1,425.6,0,1,1
3035,100.5,-18.4,-1,425.6,0,1,1
3035,100.5,-16.9,-1,425.6,0,1,1
3036,100.7,-15.5,-1,425.7,0,1,1
3036,101.5,-14.6,-1,425.7,0,1,1
3037,102.2,-14.4,-1,425.7,0,1,1
3038,102.4,-14.9,-0.9,425.7,0,1,1
3038,102.4,-16.2,-0.9,425.7,0,1,1
3039,102.6,-17.9,-0.9,425.7,0,1,1
3040,103.5,-19.2,-0.9,425.7,0,1,1
3040,104.4,-19.4,-0.9,425.7,0,1,1
3041,104.6,-19.2,-0.9,425.7,0,1,1
3042,104.6,-18.3,-1,425.7,0,1,1
3042,104.7,-17.2,-1,425.7,0,1,1
3043,105,-16.4,-1,425.7,0,1,1
3043,105.2,-15.7,-1,425.7,0,1,1
3044,105.3,-14.9,-0.9,425.7,0,1,1
3045,105.3,-15,-0.9,425.7,0,1,1
3045,105.6,-16.2,-0.9,425.8,0,1,1
3046,106.7,-17.6,-0.9,425.8,0,1,1
3047,107.8,-19.1,-0.9,425.8,0,1,1
3047,108.1,-20.5,-1,425.8,0,1,1
3048,108.1,-21.4,-1,425.8,0,1,1
3049,108.5,-21.6,-1,425.8,0,1,1
3049,110.1,-21.3,-1.1,425.8,0,1,1
3050,111.6,-20.7,-1.1,425.8,0,1,1
3051,112,-19.7,-1,425.8,0,1,1
3052,112,-18.9,-1,425.8,0,1,1
3052,112.3,-17.9,-1,425.8,0,1,1
3053,113.6,-16.8,-0.9,425.8,0,1,1
3054,114.8,-16,-0.8,425.8,0,1,1
3054,115.1,-15,-0.7,425.8,0,1,1
3055,115.1,-12.9,-0.5,425.8,0,1,1
3056,115.4,-9.5,-0.4,425.7,0,1,1
3056,116.6,-5.1,-0.4,425.7,0,1,1
3057,117.8,-0.4,-0.4,425.7,0,1,1
3058,118.1,4,-0.3,425.7,0,1,1
3059,118.1,7.5,-0.3,425.7,0,1,1
3059,118.4,9.4,-0.1,425.7,0,1,1
3060,119.4,9.7,0.1,425.7,0,1,1
3061,120.4,9.7,0.2,425.7,0,1,1
3061,120.7,8.6,0.4,425.7,0,1,1
3062,120.7,7.5,0.6,425.7,0,1,1
3063,121,8,0.7,425.8,0,1,1
3064,122.2,9.9,0.9,425.8,0,1,1
3064,123.4,13.1,1,425.8,0,1,1
3065,123.7,17,1,425.8,0,1,1
3066,123.7,19.9,0.8,425.8,0,1,1
3067,124,20,0.5,425.7,0,1,1
3067,125.3,17.6,0.7,425.7,0,1,1
3068,126.5,14.5,0.8,425.7,0,1,1
3069,126.8,12.9,0.9,425.7,0,1,1
3070,126.8,12.6,1,425.7,0,1,1
3070,127.1,13.4,0.8,425.7,0,1,1
3071,128.1,14.2,0.7,425.7,0,1,1
3072,129.1,15.5,0.7,425.7,0,1,1
3072,129.4,18,0.6,425.7,0,1,1
3073,129.4,20.6,0.5,425.7,0,1,1
3074,129.7,23.1,0.5,425.7,0,1,1
3075,130.7,25.9,0.5,425.7,0,1,1
3075,131.7,27.7,0.7,425.7,0,1,1
3076,132,28.6,0.9,425.7,0,1,1
3077,132,28.8,1.2,425.7,0,1,1
3078,132.1,28,1.4,425.7,0,1,1
3079,132.4,25.3,1.5,425.7,0,1,1
3079,132.8,21.2,1.6,425.7,0,1,1
3080,132.9,16.6,1.6,425.7,0,1,1
3081,132.9,12.5,1.4,425.7,0,1,1
3082,133.1,9.6,1.2,425.7,0,1,1
3082,134,7.1,0.8,425.7,0,1,1
3083,134.9,3,0.6,425.7,0,1,1
3084,135.1,-2.3,0.5,425.7,0,1,1
3085,135.1,-7.4,0.4,425.7,0,1,1
3086,135.4,-11.1,0.5,425.7,0,1,1
3086,136.4,-12.4,0.6,425.7,0,1,1
3087,137.4,-11.5,0.6,425.7,0,1,1
3088,137.7,-8.2,0.7,425.7,0,1,1
3089,137.7,-2.9,0.7,425.7,0,1,1
3089,137.9,3.1,0.6,425.7,0,1,1
3090,138.6,8.5,0.5,425.7,0,1,1
3091,139.2,12.1,0.4,425.7,0,1,1
3092,139.4,14.6,0.3,425.7,0,1,1
3093,139.4,14.8,0.3,425.7,0,1,1
3093,139.6,13.1,0.3,425.6,0,1,1
3094,140.4,10.4,0.3,425.6,0,1,1
3095,141.2,8.1,0.4,425.6,0,1,1
3096,141.4,6.2,0.5,425.6,0,1,1
3097,141.4,5.2,0.6,425.6,0,1,1
3098,141.6,4.8,0.6,425.6,0,1,1
3098,142.2,5.2,0.6,425.6,0,1,1
3099,142.8,5.9,0.6,425.6,0,1,1
3100,142.9,7.2,0.6,425.6,0,1,1
3101,142.9,8.4,0.7,425.6,0,1,1
3102,143.1,9.7,0.6,425.5,0,1,1
3103,144,10.6,0.6,425.5,0,1,1
3103,144.9,10.5,0.6,425.5,0,1,1
3104,145.1,9.6,0.5,425.5,0,1,1
3105,145.1,8.5,0.6,425.5,0,1,1
3106,145.3,8,0.6,425.4,0,1,1
3107,146.2,7.9,0.6,425.4,0,1,1
3108,147,8.2,0.6,425.4,0,1,1
3108,147.2,8,0.5,425.4,0,1,1
3109,147.2,7.1,0.5,425.4,0,1,1
3110,147.4,6,0.5,425.4,0,1,1
3111,148.3,5.5,0.5,425.4,0,1,1
3112,149.2,5.4,0.5,425.4,0,1,1
3113,149.4,6.2,0.5,425.4,0,1,1
3114,149.4,7.3,0.6,425.4,0,1,1
3114,149.6,8.1,0.5,425.4,0,1,1
3115,150.5,8,0.5,425.4,0,1,1
3116,151.4,7.7,0.5,425.4,0,1,1
3117,151.6,7.6,0.5,425.4,0,1,1
3118,151.6,7.3,0.6,425.4,0,1,1
3119,151.7,6.9,0.5,425.3,0,1,1
3120,152,6.3,0.5,425.3,0,1,1
3121,152.3,5.9,0.5,425.3,0,1,1
3121,152.4,5.8,0.5,425.3,0,1,1
3122,152.4,5.8,0.5,425.3,0,1,1
3123,152.6,5.8,0.5,425.3,0,1,1
3124,153.5,5.5,0.4,425.3,0,1,1
3125,154.4,4.9,0.4,425.3,0,1,1
3126,154.6,4.4,0.4,425.3,0,1,1
3127,154.6,4.3,0.5,425.3,0,1,1
3128,154.8,4.9,0.5,425.3,0,1,1
3129,155.8,5.8,0.5,425.3,0,1,1
3129,156.8,6.9,0.5,425.3,0,1,1
3130,157,7.5,0.5,425.3,0,1,1
3131,157,7.8,0.5,425.3,0,1,1
3132,157.2,7.7,0.4,425.2,0,1,1
3133,158.2,7,0.4,425.2,0,1,1
3134,159.2,5.8,0.4,425.2,0,1,1
3135,159.4,4.6,0.4,425.2,0,1,1
3136,159.4,3.5,0.5,425.2,0,1,1
3137,159.6,3.2,0.5,425.2,0,1,1
3138,160.5,3.8,0.5,425.2,0,1,1
3139,161.4,4.8,0.5,425.2,0,1,1
3139,161.6,6.1,0.5,425.2,0,1,1
3140,161.6,7.3,0.5,425.2,0,1,1
3141,161.8,8.1,0.5,425.1,0,1,1
3142,162.5,8.3,0.5,425.1,0,1,1
3143,163.1,8.6,0.5,425.1,0,1,1
3144,163.3,8.6,0.6,425.1,0,1,1
3145,163.3,8.6,0.6,425.1,0,1,1
3146,163.5,8.1,0.6,425.1,0,1,1
3147,164.2,7.1,0.6,425.1,0,1,1
3148,164.8,6.3,0.6,425.1,0,1,1
3149,165,5.3,0.5,425.1,0,1,1
3150,165,4.5,0.5,425.1,0,1,1
3151,165.1,4,0.5,425.1,0,1,1
3152,165.7,3.7,0.5,425.1,0,1,1
3152,166.3,3.6,0.4,425.1,0,1,1
3153,166.4,3.6,0.4,425.1,0,1,1
3154,166.4,3.6,0.4,425.1,0,1,1
3155,166.5,4.1,0.4,425.1,0,1,1
3156,167.1,4.9,0.4,425.1,0,1,1
3157,167.6,5.3,0.4,425.1,0,1,1
3158,167.7,5.7,0.4,425.1,0,1,1
3159,167.7,6,0.4,425.1,0,1,1
3160,167.8,6.1,0.4,425.1,0,1,1
3161,168.3,5.6,0.3,425.1,0,1,1
3162,168.8,4.6,0.3,425.1,0,1,1
3163,168.9,3.5,0.3,425.1,0,1,1
3164,168.9,3,0.4,425.1,0,1,1
3165,169,2.9,0.4,425.1,0,1,1
3166,169.2,3.4,0.4,425.1,0,1,1
3167,169.4,4.7,0.4,425.1,0,1,1
3168,169.4,5.6,0.4,425.1,0,1,1
3169,169.4,6.3,0.4,425.1,0,1,1
3170,169.6,6.8,0.4,425.1,0,1,1
3171,170.3,7.1,0.5,425.1,0,1,1
3172,170.9,7.2,0.5,425.1,0,1,1
3173,171.1,6.9,0.5,425.1,0,1,1
3174,171.1,6,0.5,425.1,0,1,1
3175,171.3,5.2,0.5,425.1,0,1,1
3176,171.9,4.5,0.5,425.1,0,1,1
3177,172.5,3.8,0.5,425.1,0,1,1
3178,172.7,3.1,0.4,425.1,0,1,1
3179,172.7,2.6,0.4,425.1,0,1,1
3180,172.9,2.5,0.4,425,0,1,1
3181,173.6,2.8,0.4,425,0,1,1
3182,174.2,3.4,0.4,425,0,1,1
3183,174.4,4.1,0.4,425,0,1,1
3184,174.4,5.1,0.4,425,0,1,1
3185,174.5,5.9,0.4,425,0,1,1
3186,175.2,6.1,0.4,425,0,1,1
3187,175.7,5.9,0.3,425,0,1,1
3188,175.9,5.2,0.2,425,0,1,1
3189,175.9,4,0.3,425,0,1,1
3190,176.1,3.1,0.3,425,0,1,1
3191,177,2.9,0.4,425,0,1,1
3192,177.9,3.7,0.4,425,0,1,1
3193,178.1,4.5,0.5,425,0,1,1
3194,178.1,5.5,0.5,425,0,1,1
3195,178.3,6.8,0.5,425,0,1,1
3196,179,7.5,0.5,425,0,1,1
3197,179.6,7.6,0.5,425,0,1,1
3198,179.8,7,0.4,425,0,1,1
3199,179.8,6,0.4,425,0,1,1
3200,179.9,4.7,0.4,425,0,1,1
3201,180.6,3.5,0.4,425,0,1,1
3202,181.1,2.7,0.4,425,0,1,1
3203,181.3,2.3,0.5,425,0,1,1
3204,181.3,2.4,0.4,425,0,1,1
3205,181.4,2.5,0.4,424.9,0,1,1
3206,181.9,2.8,0.4,424.9,0,1,1
3207,182.3,3.1,0.4,424.9,0,1,1
3208,182.4,3.2,0.4,424.9,0,1,1
3209,182.4,3.5,0.4,424.9,0,1,1
3210,182.6,4.1,0.4,424.9,0,1,1
3211,183.2,4.6,0.4,424.9,0,1,1
3212,183.8,5,0.4,424.9,0,1,1
3213,184,5.3,0.4,424.9,0,1,1
3214,184,5.4,0.4,424.9,0,1,1
3215,184,5.4,0.4,424.9,0,1,1
3216,184.2,4.9,0.4,424.9,0,1,1
3217,184.4,4.4,0.4,424.9,0,1,1
3218,184.4,4.3,0.4,424.9,0,1,1
3220,184.4,4.3,0.5,424.9,0,1,1
3221,184.5,4.6,0.4,424.9,0,1,1
3222,185.1,4.7,0.4,424.9,0,1,1
3223,185.6,4.7,0.4,424.9,0,1,1
3224,185.7,4.4,0.4,424.9,0,1,1
3225,185.7,4,0.4,424.9,0,1,1
3226,185.9,3.7,0.4,425,0,1,1
3227,186.6,3.6,0.4,425,0,1,1
3228,187.2,3.9,0.5,425,0,1,1
3229,187.4,4.2,0.4,425,0,1,1
3230,187.4,4.6,0.4,425,0,1,1
3231,187.6,4.4,0.3,425,0,1,1
3232,188.2,4,0.3,425,0,1,1
3233,188.8,4,0.4,425,0,1,1
3234,188.9,4,0.4,425,0,1,1
3236,188.9,4.2,0.4,425,0,1,1
3237,189,4.6,0.5,425.1,0,1,1
3238,189.6,5,0.5,425.1,0,1,1
3239,190.1,5,0.4,425.1,0,1,1
3240,190.2,5,0.4,425.1,0,1,1
3241,190.2,5,0.4,425.1,0,1,1
3242,190.3,4.8,0.4,425.1,0,1,1
3243,190.8,4.4,0.4,425.1,0,1,1
3244,191.3,4.3,0.4,425.1,0,1,1
3245,191.4,4.3,0.4,425.1,0,1,1
3246,191.4,4,0.5,425.1,0,1,1
3248,191.5,4,0.4,425.1,0,1,1
3249,192,3.7,0.4,425.1,0,1,1
3250,192.5,3.9,0.4,425.1,0,1,1
3251,192.6,4.2,0.5,425.1,0,1,1
3252,192.6,4.6,0.4,425.1,0,1,1
3253,192.7,5,0.4,425.2,0,1,1
3254,193.3,5.3,0.4,425.2,0,1,1
3255,193.8,5.4,0.4,425.2,0,1,1
3256,193.9,5.4,0.4,425.2,0,1,1
3257,193.9,5.1,0.4,425.2,0,1,1
3259,194,4.8,0.4,425.3,0,1,1
3260,194.6,4.7,0.4,425.3,0,1,1
3261,195.2,4.1,0.4,425.3,0,1,1
3262,195.3,3.7,0.4,425.3,0,1,1
3263,195.3,2.8,0.4,425.3,0,1,1
3264,195.4,2.3,0.4,425.4,0,1,1
3265,196,1.9,0.4,425.4,0,1,1
3266,196.5,1.8,0.3,425.4,0,1,1
3267,196.6,2.3,0.3,425.4,0,1,1
3269,196.6,3.1,0.4,425.4,0,1,1
3270,196.7,3.5,0.4,425.4,0,1,1
3271,196.9,3.9,0.4,425.4,0,1,1
3272,197.1,4.2,0.4,425.4,0,1,1
3273,197.2,4.3,0.3,425.4,0,1,1
3274,197.2,4.6,0.3,425.4,0,1,1
3275,197.3,4.7,0.3,425.5,0,1,1
3276,197.9,4.4,0.3,425.5,0,1,1
3278,198.4,4,0.3,425.5,0,1,1
3279,198.5,3.2,0.4,425.5,0,1,1
3280,198.5,2.6,0.3,425.5,0,1,1
3281,198.6,2.3,0.4,425.6,0,1,1
3282,199.3,2.2,0.4,425.6,0,1,1
3283,199.8,2.2,0.4,425.6,0,1,1
3284,200,2.2,0.3,425.6,0,1,1
3286,200,2.4,0.3,425.6,0,1,1
3287,200.1,2.5,0.3,425.7,0,1,1
3288,200.6,2.8,0.3,425.7,0,1,1
3289,201,2.9,0.3,425.7,0,1,1
3290,201.1,2.9,0.2,425.7,0,1,1
3291,201.1,2.9,0.2,425.7,0,1,1
3292,201.2,2.6,0.2,425.7,0,1,1
3293,201.6,2.3,0.2,425.7,0,1,1
3295,201.9,1.9,0.2,425.7,0,1,1
3296,202,1.5,0.3,425.7,0,1,1
3297,202,1.7,0.3,425.7,0,1,1
3298,202.1,2.1,0.3,425.8,0,1,1
3299,202.3,2.4,0.3,425.8,0,1,1
3300,202.5,2.5,0.3,425.8,0,1,1
3302,202.6,2.5,0.2,425.8,0,1,1
3303,202.6,2.3,0.2,425.9,0,1,1
3304,202.7,1.9,0.2,425.9,0,1,1
3305,203.3,1.8,0.2,425.9,0,1,1
3306,203.9,1.5,0.2,426,0,1,1
3307,204,1.4,0.2,426,0,1,1
3308,204,1.4,0.2,426.1,0,1,1
3310,204.2,1.4,0.2,426.1,0,1,1
3311,205.2,1.4,0.2,426.2,0,1,1
3312,206.2,1.4,0.2,426.2,0,1,1
3313,206.4,1.4,0.2,426.2,0,1,1
3314,206.4,1.4,0.2,426.3,0,1,1
3315,206.5,1.4,0.2,426.3,0,1,1
3317,207,1.4,0.2,426.4,0,1,1
3318,207.5,1.4,0.2,426.4,0,1,1
3319,207.6,1.4,0.2,426.4,0,1,1
3320,207.6,1.4,0.2,426.4,0,1,1
3321,207.7,1.4,0.2,426.5,0,1,1
3322,208.2,1.4,0.2,426.5,0,1,1
3324,208.6,1.4,0.2,426.5,0,1,1
3325,208.7,1.7,0.2,426.5,0,1,1
3326,208.7,1.5,0.2,426.5,0,1,1
3327,208.9,1.4,0.2,426.6,0,1,1
3328,209.5,1.4,0.1,426.6,0,1,1
3330,210.1,1.4,0.2,426.6,0,1,1
3331,210.2,1.2,0.1,426.6,0,1,1
3332,210.2,1.1,0.1,426.6,0,1,1
3333,210.3,1.1,0.1,426.7,0,1,1
3334,210.8,1.1,0.2,426.7,0,1,1
3335,211.3,1.1,0.2,426.7,0,1,1
3337,211.4,1.1,0.2,426.7,0,1,1
3338,211.4,1.1,0.1,426.7,0,1,1
3339,211.5,1.1,0.1,426.7,0,1,1
3340,212,0.8,0.1,426.7,0,1,1
3341,212.5,1,0.1,426.7,0,1,1
3343,212.6,0.8,0.1,426.7,0,1,1
3344,212.6,0.7,0.1,426.8,0,1,1
3345,212.7,0.7,0.2,426.9,0,1,1
3346,213.1,0.7,0.1,426.9,0,1,1
3347,213.4,1,0.1,427,0,1,1
3349,213.5,1.1,0.1,427,0,1,1
3350,213.5,1.1,0.1,427,0,1,1
3351,213.6,0.8,0.1,427.1,0,1,1
3352,213.9,0.7,0.1,427.1,0,1,1
3353,214.1,0.5,0.1,427.1,0,1,1
3355,214.2,0.4,0.1,427.1,0,1,1
3356,214.2,0.1,0.1,427.1,0,1,1
3357,214.3,0,0.1,427.2,0,1,1
3358,214.8,0,0,427.2,0,1,1
3359,215.2,0,0,427.2,0,1,1
3361,215.3,0,0,427.2,0,1,1
3362,215.3,-0.3,0,427.3,0,1,1
3363,215.4,-0.4,0,427.3,0,1,1
3364,215.7,-0.4,0,427.4,0,1,1
3366,216,-0.4,0,427.4,0,1,1
3367,216.1,-0.4,0,427.4,0,1,1
3368,216.1,-0.4,0,427.4,0,1,1
3369,216.2,-0.4,0,427.4,0,1,1
3370,216.9,-0.4,0,427.4,0,1,1
3372,217.4,-0.1,0,427.4,0,1,1
3373,217.6,0,0,427.4,0,1,1
3374,217.6,0,0,427.5,0,1,1
3375,217.7,0,0,427.5,0,1,1
3377,218.2,0,0,427.6,0,1,1
3378,218.6,0,0,427.6,0,1,1
3379,218.7,0,0,427.6,0,1,1
3380,218.7,0,0,427.6,0,1,1
3381,218.8,0,0,427.7,0,1,1
3383,219.2,-0.3,0,427.7,0,1,1
3384,219.5,-0.4,0,427.7,0,1,1
3385,219.6,-0.4,0,427.7,0,1,1
3386,219.6,-0.4,0,427.8,0,1,1
3388,219.7,-0.6,0,427.9,0,1,1
3389,220.3,-0.7,0,427.9,0,1,1
3390,220.8,-0.7,0,428,0,1,1
3391,220.9,-0.7,0,428,0,1,1
3393,220.9,-0.7,0,428,0,1,1
3394,221,-0.7,-0.1,428.1,0,1,1
3395,221.4,-0.5,0,428.1,0,1,1
3396,221.7,-0.4,0,428.1,0,1,1
3397,221.8,-0.4,0,428.1,0,1,1
3399,221.8,-0.4,0,428.2,0,1,1
3400,221.9,-0.4,0,428.2,0,1,1
3401,222.2,-0.4,0,428.3,0,1,1
3402,222.5,-0.4,-0.1,428.3,0,1,1
3404,222.6,-0.4,0,428.3,0,1,1
3405,222.6,-0.4,0,428.4,0,1,1
3406,222.7,-0.1,0,428.4,0,1,1
3407,223.2,0,0,428.4,0,1,1
3409,223.6,0,0,428.5,0,1,1
3410,223.7,0,0,428.5,0,1,1
3411,223.7,0,0,428.5,0,1,1
3412,223.8,0,0,428.5,0,1,1
3414,224.1,0,0,428.5,0,1,1
3415,224.3,0,0,428.5,0,1,1
3416,224.4,0,0,428.5,0,1,1
3418,224.4,0,0,428.6,0,1,1
3419,224.5,0,0,428.6,0,1,1
3420,224.8,-0.3,0,428.7,0,1,1
3421,225.1,-0.4,-0.1,428.7,0,1,1
3423,225.2,-0.4,0,428.7,0,1,1
3424,225.2,-0.6,0,428.8,0,1,1
3425,225.3,-0.7,0,428.8,0,1,1
3426,225.8,-0.5,0,428.9,0,1,1
3428,226.2,-0.6,0,428.9,0,1,1
3429,226.3,-0.5,0,428.9,0,1,1
3430,226.3,-0.4,0,429,0,1,1
3431,226.4,-0.4,0,429,0,1,1
3433,226.7,-0.4,0,429.1,0,1,1
3434,226.9,-0.4,-0.1,429.1,0,1,1
3435,227,-0.4,-0.1,429.1,0,1,1
3436,227,-0.4,0,429.2,0,1,1
3438,227.1,-0.4,0,429.2,0,1,1
3439,227.4,-0.4,0,429.3,0,1,1
3440,227.8,-0.4,0,429.3,0,1,1
3442,227.9,-0.4,0,429.3,0,1,1
3443,227.9,-0.4,0,429.3,0,1,1
3444,228,-0.4,0,429.4,0,1,1
3445,228.4,-0.4,0,429.4,0,1,1
3447,228.9,-0.4,0,429.4,0,1,1
3448,229,-0.4,0,429.4,0,1,1
3449,229,-0.4,0,429.5,0,1,1
3451,229.1,-0.4,0,429.5,0,1,1
3452,229.4,-0.4,0,429.6,0,1,1
3453,229.7,-0.4,-0.1,429.6,0,1,1
3454,229.8,-0.4,0,429.6,0,1,1
3456,229.8,-0.4,0,429.7,0,1,1
3457,229.8,-0.4,0,429.8,0,1,1
3458,230.1,-0.4,0,429.8,0,1,1
3460,230.3,-0.1,0,429.9,0,1,1
3461,230.7,0,0,429.9,0,1,1
3462,231.1,-0.3,0,429.9,0,1,1
3463,231.5,-0.4,0,430,0,1,1
3465,231.5,-0.1,0,430,0,1,1
3466,231.5,-0.3,0,430,0,1,1
3467,231.7,-0.4,0,430,0,1,1
3469,231.9,-0.6,0,430,0,1,1
3470,232,-0.5,0.1,430.1,0,1,1
3471,232,-0.4,0,430.1,0,1,1
3472,232,-0.1,0,430.1,0,1,1
3474,232.3,0,0,430.1,0,1,1
3475,232.6,0,0,430.2,0,1,1
3476,232.9,0,0,430.2,0,1,1
3478,232.9,0,0,430.3,0,1,1
3479,232.9,0,0,430.3,0,1,1
3480,232.9,0.3,0,430.3,0,1,1
3482,232.9,0.4,0,430.3,0,1,1
3483,233,0.1,0,430.3,0,1,1
3484,233.2,0,0,430.3,0,1,1
3485,233.4,0,0,430.3,0,1,1
3487,233.5,0,0,430.3,0,1,1
3488,233.5,0,0,430.4,0,1,1
3489,233.6,0,0,430.4,0,1,1
3491,234.1,-0.3,0,430.4,0,1,1
3492,234.5,-0.4,0,430.5,0,1,1
3493,234.6,-0.1,0,430.5,0,1,1
3495,234.6,0,0,430.6,0,1,1
3496,234.6,0,0,430.6,0,1,1
3497,234.8,-0.3,0,430.7,0,1,1
3499,235,-0.4,0,430.7,0,1,1
3500,235.3,-0.4,0,430.7,0,1,1
3501,235.6,-0.1,0,430.8,0,1,1
3502,235.9,0,0,430.8,0,1,1
3504,235.9,0,0,430.9,0,1,1
3505,235.9,0,0,430.9,0,1,1
3506,236.1,0,0,430.9,0,1,1
3508,236.4,0,0,430.9,0,1,1
3509,236.6,0,0,431,0,1,1
3510,236.6,0,0,431,0,1,1
3512,236.6,0,0,431,0,1,1
3513,236.6,0,0,431,0,1,1
3514,236.6,0,0,431.1,0,1,1
3516,236.7,-0.3,0,431.1,0,1,1
3517,236.9,-0.4,0,431.2,0,1,1
3518,237.1,-0.4,0,431.2,0,1,1
3520,237.2,-0.4,0,431.2,0,1,1
3521,237.2,-0.4,0,431.2,0,1,1
3522,237.2,-0.4,0,431.3,0,1,1
3524,237.5,-0.4,0,431.3,0,1,1
3525,237.7,-0.4,0,431.3,0,1,1
3526,237.7,-0.4,0,431.3,0,1,1
3528,237.7,-0.4,0,431.4,0,1,1
3529,237.8,-0.4,0,431.4,0,1,1
3530,238.2,-0.4,0,431.4,0,1,1
3532,238.6,-0.4,0,431.5,0,1,1
3533,238.7,-0.1,0,431.5,0,1,1
3534,238.7,0,0,431.6,0,1,1
3536,238.8,0,0,431.6,0,1,1
3537,239,0,0,431.7,0,1,1
3538,239.2,0,0,431.7,0,1,1
3540,239.2,0,0,431.7,0,1,1
3541,239.2,0,0,431.7,0,1,1
3542,239.3,0,0,431.8,0,1,1
3544,239.5,0,0,431.8,0,1,1
3545,239.7,-0.3,0,431.8,0,1,1
3546,239.8,-0.6,0,431.8,0,1,1
3548,239.8,-0.7,0,431.9,0,1,1
3549,239.9,-0.5,0,431.9,0,1,1
3550,240.4,-0.4,0,431.9,0,1,1
3552,240.8,-0.4,0.1,432,0,1,1
3553,240.9,-0.1,0.1,432,0,1,1
3554,240.9,0.3,0.1,432,0,1,1
3556,240.9,0.4,0.1,432.1,0,1,1
3557,240.9,0.6,0,432.1,0,1,1
3558,240.9,1,0,432.1,0,1,1
3560,241,1.1,0.1,432.1,0,1,1
3561,241.2,1.1,0.1,432.2,0,1,1
3562,241.3,1.1,0.1,432.2,0,1,1
3564,241.3,1.1,0.1,432.3,0,1,1
3565,241.3,1.1,0.1,432.3,0,1,1
3566,241.3,1.1,0.1,432.3,0,1,1
3568,241.3,0.8,0.1,432.4,0,1,1
3569,241.4,0.7,0.1,432.4,0,1,1
3570,241.8,0.5,0.1,432.4,0,1,1
3572,242.1,0.4,0.1,432.5,0,1,1
3573,242.2,0.4,0.1,432.5,0,1,1
3574,242.2,0.4,0.1,432.6,0,1,1
3576,242.2,0.4,0.1,432.6,0,1,1
3577,242.5,0.4,0.1,432.7,0,1,1
3579,242.6,0.4,0.1,432.7,0,1,1
3580,242.7,0.4,0.1,432.7,0,1,1
3581,242.7,0.4,0.1,432.8,0,1,1
3583,242.8,0.4,0.1,432.8,0,1,1
3584,243,0.6,0.1,432.9,0,1,1
3585,243.2,0.7,0.1,432.9,0,1,1
3587,243.3,0.7,0.1,432.9,0,1,1
3588,243.3,0.7,0.1,433,0,1,1
3589,243.4,0.7,0.1,433,0,1,1
3591,243.6,0.7,0.1,433.1,0,1,1
3592,243.8,0.7,0.1,433.1,0,1,1
3593,243.9,0.7,0.1,433.1,0,1,1
3595,243.9,0.7,0.1,433.2,0,1,1
3596,244,0.7,0.2,433.2,0,1,1
3598,244.3,1,0.1,433.3,0,1,1
3599,244.5,1.1,0.1,433.3,0,1,1
3600,244.6,1.1,0.1,433.3,0,1,1
3602,244.6,1.1,0.1,433.4,0,1,1
3603,244.7,1.1,0.1,433.4,0,1,1
3604,245,0.8,0.1,433.4,0,1,1
3606,245.2,0.7,0.1,433.5,0,1,1
3607,245.3,0.7,0.1,433.5,0,1,1
3608,245.3,0.7,0.1,433.6,0,1,1
3610,245.4,0.7,0.1,433.6,0,1,1
3611,245.6,0.7,0.1,433.7,0,1,1
3613,245.8,0.5,0.1,433.7,0,1,1
3614,245.9,0.4,0.1,433.7,0,1,1
3615,245.9,0.1,0.1,433.8,0,1,1
3617,245.9,0,0.1,433.8,0,1,1
3618,246,0,0.1,433.9,0,1,1
3619,246.1,0,0.1,433.9,0,1,1
3621,246.1,0,0.1,433.9,0,1,1
3622,246.1,0,0.1,434,0,1,1
3624,246.1,0,0.1,434,0,1,1
3625,246.3,0,0.1,434.1,0,1,1
3626,246.5,0.3,0.1,434.1,0,1,1
3628,246.5,0.4,0.1,434.1,0,1,1
3629,246.5,0.4,0.1,434.2,0,1,1
3630,246.6,0.6,0.1,434.2,0,1,1
3632,246.9,0.5,0.1,434.3,0,1,1
3633,247.1,0.4,0.1,434.3,0,1,1
3635,247.2,0.4,0.1,434.3,0,1,1
3636,247.2,0.4,0.1,434.4,0,1,1
